video_id,duration,transcription
1db856cf0ef82b11a4b85859a1ef0167,477.0," В Яшка Ролея побывал недавно. Хочу про город рассказать. Он небольшой, но очень славный. Поверьте, Бог не даст собрать. В Поволожье он расположился, средчудных зеленых лугов, на свет как крепость появилась, чтобы защищать рвуся трагов. Немало лиец.  Раскрыс пустья 2 суток и 800 километров, к пожалтыва, двигающийся по 11-м масштабу прибыл вешкарал, чтобы найти там места силу морицов и проверить на себе известную фразу. Кто вешкаралей побывал весь мир поведал.  Уников есть также капэшки и минцпальный жилье для особо отличившихся студентов. Действительно, побывав Юш Кроле и посмотреть весь мир, можно буквально за несколько часов. Это и набережная эмстерда с домами в Голландском стиле. Это набережная эмбрюгия во фламанском стиле.  Горалия побывал весь мюр поведал."
3d1ea59037afbbe33d7c7b64f1e4f7c2,507.0," Ну что, друзья, всем привет! Вы на канале Максим Народный. Здесь самые вкусные и самые душевные выпуски. Сразу хочу напомнить, что у меня есть телеграмм канал, куда вы можете написать свои сообщения, предложить вам готовить в общем, в принципе посмотреть, как мы там живем. Сегодня готовим очень вкусные блюда, сегодня мы готовим еще в центре нашего города, вот на фоне такого красивого.  Для тех, кто любит острый блюдо, 100% понравится. Вот так вот нарезаем колечками перчек чили. Так, мельчим перчек, отправляем его сразу вот в этот орелку, чтобы так было удобно. Дальше раскрываем парочку. Чис ночков будет очень часто, что будет очень.  С маслом оно, у нас здесь немножечко побурлить и вот туда отправиться на шкрыле. И вот тогда они будут сам вкусными острыми прянами и то, что нужно к пену на петку. Так, я попробовал, конечно хочется немножечко пострее добавим еще вот этой массы от маринованных перчиках.  Интересно, всем пока! Я даю, что без вариантов. Где-то снимаешь, пошли и есть, снимать он, ставил, включать."
2c5bdce3e9e2c8b9db713d9f2c196820,516.0," ДИНАМИЧНАЯ МУЗЫКА Друзья мои, наши следующие гости финалисты все российского фестиваля молодой поези имени Леониду Филатова Филата Фест. Почему именно они из тысяч кандидатов вошли в финал? Мы узнаем прямо сейчас. Встречайте по это. Константин Комаров. СТЕЛЕФОНЫЙ СКОР СТЕЛЕФОНЫЙ СКОР  были участники очных туров, что у нас полуфиналы превратились в треть финалы. И у нас было три полуфинала, и целых 15 участников финали быть. Считаете ли вы, что русский поэт должен быть особенно внятием, и хорошим аратором должен быть? Латва, во-первых, я не хочу показаться каким-то там небожителем, но меня очень смущает любая фраза, начинающаяся на…  Но мы две-три эти из его произведения уже читать по большому счету не можем. Нет, мы можем, просто мы не хотим это читать. В мере я помню, что на именовине я сразу проявлю пример самой навязшей, потому что христиматинный муж-кулизучаем. Мы ведь на самом деле у нас ничего не отзываются. Я вас любил, любую всё быть, может отзывается, и в гене ониген отзываются, его прозатзывается. То есть это же тоже придумка.  Но вообще это чистая мужская оптика. И вдруг появились по этой секс-тати, не обязательно 20-го века, а они потом стали появляться, которые дали эту оптику. Это не мужской текст. И мне интересно читать стихи женщины, потому что это расширяет вселенная."
02ee1613c4b59ee0f885fda0186d2429,526.0," Всем привет друзья! Меня зовут Ксения, проторой, вы на канале такой расклад. Каждый  для вас минуты. Как я уже и сказала в начале, Аркан Эмпера-3 сразу обозначил вашу значимость в жизни этого человека. Здесь я даже не буду докладывать другие карты, потому что все и так крайне ясно, шестерка жезла в карту, победителя, шестерка, пинтак или карта, того что он готов жертвовать и давать вам. То есть здесь даже мне и ненчего добавить, у вас очень хорошие перспективы с загаданным человеком.  очень хороший карта. Человек готов работать до отношениями. То есть он готов киректировать ваши отношения, он на душе желание построить из ваших отношений что-то качественно. Что-то, действительно, будет приносить удовольствие и вам и ему. Вы для него при этом такая чувственная девушка. Он вообще видит вас такой нежный, мечтательный, то девушки заходят.  вопрос и включайте прямое эфир на этом же канале, каждый понедельник в торник 4 до 20.00 и подпишись, чтобы не пропустить. С вами был такой расклад и ксения проторон. До новых встреч, друзья!"
3a6fbaefd25a49db80c8d8db21f1c1d7,538.0," Ну что, друзья, всем привет! Вы на канале Ваксим народный, здесь самый вкусный, здесь самый душевный. Выпускивай в этом, конечно же, знаете, вот мой телеграм канал обязательно на него подписывайтесь, смотрите, как мы снимаем наши проекты.  Сладите корочки, убираем, убираем лишние масла с ковородки и продолжаем готовить. Ички наши готовы. Стоем из масла. Ликладываем в отдельную тарелку и пока про них забываем. Еще раз напоминаю, что нужно вылет лишнее масло и продолжить готовить. Не переключайтесь. Так нужны ингредиенты.  Вот, оказывается, зачем в наборе нужно такая стука, вот большая вилка. Так, мы граем ее, отправляем в наш бульон лапшичку. Так, перемешаем лапшичку, сейчас она откроется, разварится, отправляем то нашич, зелень и будем.  Всем пока! Это развивка!"
2a3881f30716e778b7808502f1c27498,601.0," Всем привет, я Алиса. Та самая, которая просто не навидит ремонт. Ну а кто их любит? Слишком много пыли, слишком много затраченных средств. И все ради того, чтобы комната выглядела как-то по-другому. Ну а чего сразу ремонт? Мы с дизайнером на этаж сделаем все исключительно при помощи декора за несколько часов и за 25 тысяч рублей. Смотрите сами! Это шоу о том, как сделать ремонт без ремонта.  тоже сюда бою хорошо зашел. Он бы сюда конечно же зашел, но думаю с ним бы не согласился хозяин этой комнаты, потому что он мужчина, каждый утро просыпаться в Лаванде с бантиками, не думаю, что это его вариант. А градим себя в проклятии, конечно. Так, скандинавский стиль. Это конкретно что? Это большое светлое пространство, это минимум мебели, минимализм, это теплые природные, приглушенные отец.  в впечатление здесь приятно отдыхать. Тебе обратила внимание, что в этот раз мы партиеры дополнили нити выми шторами. А это не просто так, потому что нити, ничтое, ноя как? В стилизации травы, которая появилась у нас в интерьере точно. Но еще у нас появились эти замечательные реки. А это ничтое, ноя как вертикальный ритм. И этот вертик,  Самое главное, это четко следует всем критерим выбранного стиля и уметь отказывать тебе в возлежках. Правильно? Правильно. Я даже не сомневалась, что у нас все получится. Я Алиса, я против дырок в стене бюджети, поэтому только декор и обграет интерьера за счет дизайнерских лайфхаков. В этом весь руковжок. Так что увидимся с вами в других комнатах."
2d256d3ba0a68aeeb3699263750f2bd5,610.0," Рутуб, привет! Я, Саша Белькоевич, и сейчас я вам покажу рецепт сумасшедших печеньек. Это будут печенье апельсиновые с сукатами, да еще и с финником. И аромат будет на всю квартиру, они будут рассыпаться. Такие красивые домашние, а самое главное, готовится очень просто. Смотрите рецептек. Вот берется миска большая, замешивается все в ней, а потом  2, 3, 4. И вот так вот видите, пельсин по тихонечку стачивается. Запах стоит классно. Вот эта цедра она обладает невероятным вкусом и в общем-то этой цедр будет достаточно, чтобы у печеньек появился такой конкретный насыщенный пельсиновый привкус.  Не пускай оно немножко такое неровное. У вас ромпы температуры тесто разъедется. Будь такое более-менеробненькое, красивое. Все, последнюю печеньку. Смотрите, так как тесто липкое. Рекомендую вам взять вот такую лопаточку. Не эти как удобно. И все такой лопаточкой. Как на эти как коровый языком, чтобы у вас тесто не осталось.  Бомба! Ребята, подписывайтесь на мой канал, здесь много классных рецепт, обшевскими фишечками и комментариями. Пожалуйста, пишите в комментариях все, что хотите. Я вам показал, как приготовить домашние вкусные печенья, очень просто своими ручками. С вами был Саша Белькович, до новых встреч, а вам успехов и удачи!"
0d5b866fe07382f31b8668f0d1dafdf9,652.0," Так, ну сколько ты ожидать? Чё ты долго не долго ещё придешь? Давай! Всё, давай нам передачи жена снимай. Девы не может, дюдер делаться, вот третий он надо искать.  Это все в мойник-то защитается, или нет, не кидмарифис все, все расколл. И все-два это было. Это уже отдельно. Максу сколько баллов? Максу поставим 5. 5. 5. Нормально. Муж, три багян просто домой пьяный приходит, жена его встречает. Он так, где был пьяный скотина? Он успевает сказать, что это у друзья и врубается. Значит, с него.  Дома посидим там, а на грех нет. Ну такое дат пошли в ресторан, он через них хочу. Идет с ней в ресторан. Заходим в ресторан, ему сразу администратор на входе говорит, о, во сёк, течёк, как обычно, стол на двоих, там в уголке, да? Он говорит тихо, тихо, я жена, течё, всё, заходя жены, совет за стол, подходит официант, говорит, о, Вась, к здорову, чё тебе, как всегда, на двоих побутылчик шампанского достоинства.  приложение это по либу. 5 звезд за это прекрасно, замечательный поезд. На это не все 5 звезд, еще вот такие 5 звезд от нас. Вот таких вот еще 5 звезд вам мы дарим и жмем руку, спасибо большое за эту поездку."
2a4e2848527b622b82996bd2136dd913,653.0," Всем здорово! Это шоу шляпы сегодня вы не узнаете, в чём у вробили тайт накрыли.  Спасибо. Двигаемся дальше. Наша вам скистышка. Смотри давай. И не достаточно. Еще раз, а? Препросто, старайтесь. И вот он, короче, старался. И наша шоу-притиканчику превращает. Он очень много вид циктоков снимает, он несет. Он не шляпа видео. Это он, он, он, сорвался. Ну давайте, отгадаем чё-то. Ну, по логике. Ну, ты тоже мелким должен был быть.  Смотрим. Все, я тебя ухожу. Найду все кутимиллионеры и как за живу с ним. Нормально. Бездомная дворняга ездит в столовую в Тамбайеву. Ха-ха-ха-ха-ха. А дад, смешно. Смешно, смешно. Так что оставляйте шляпку у себя. Это что? Да, это правда. Ну я вот на этим видео я прям в голову среагаю.  Просто интересно, а на реальность сильная. Какого-то, что на взёвка? Вот сюда нам надавить, да? Давай, стойте, а давай вместе. Пошли, надо. Не так. Закончуем. Радоста. Не так, не так, не так, не так."
1c6bc481dd52a9938e78e755f1e5c90e,656.0," Наташа, ты эту кухню видела? Это 90. Я удивляюсь, как там я тут еще вот это. Значит, уголка мягкого. Ваторого сиденья поднимаются и там вот эти пакеты, пакеты, крышки для консервации. Чем пакет сразу? А картошка? С морковкой. Ты хозяйку квартира видела? Вот она. Наташа, по-моему, она все сдует. А ничего не придется услышать это еще раз. Пойдем, неудобно. Ника, получилась, пошли.  Если ты не остаёшь, если бы не остаёшь. А, единственное, что знаешь. Надо обращать внимание, не помешает ли в разложном состоянии сидеть сразу не с каким-то гостям. Ну, давай проверим. Ножко, чтобы она сейчас не упирала. Мне не мешает. Так, второй человек сядет тоже не помешает. Так, это вообще прекрасно. Ну, реально. Неочевидно, его оборшет, надо сказать.  Знаете что можно довести до изступления любого дизайнера интерьера? Это вот эти вот гадкие, яркие, баночки с севозможными средствами для матьячего года. Поэтому они давно придумали на все про все один и единый диспенсор. Всего дома.  Вот это вот система диспетита, там в возле морички. Спасибо тебе большое. Оставляем тебя хозяинчик на твоей уютной кухне. Это вам большое спасибо. Так красиво, так быстро, так стилевой и с меньшими затратами. Супер просто преобразили кухню. Нас дорогите. Пока-пока. Пока-пока. Пока."
0e171c8779313353eab104bdae49acc6,667.0," СПОКОЙНАЯ МУЗЫКА Хочу позвать сюда. Председателя жури фестиваля тупой ровки арноменталисты и просто прекрасного человека, которому вот уже 30 лет люди несут деньги, чтобы он сделал им больное. Сергей Павлов, встречайте. Сергей. Друзья, светит.  что мне даже не понятно, как ты тогда делали, потому как примитивный назовем способе татуировки техника. Она такая, ну как до творк, уколами рукой делающийся. И у тебя не было в то время возможности, как современная машинка, чтобы ты мог, как фломастер, ввести. Порожаясь, что даже как ты сделал на технический чисто. И изучали этот вопрос, все-таки, кокими, у меня есть.  которые на него учились и очень маленький процент людей. У нас даже школьной программе, там люди неинтересовавшиеся, им они срочно были знакомы с картинами Репина и вот подобные. И у нас как-то к этому более серьезное отношение, поэтому мне кажется, у нас последние годы это изменилось. Там 25-30 лет последних тех, кто занимались статуэтом,  Это тоже подобная штука. Он может как-то взмущать удивлять, другое дело, и я считаю, оно должно быть сделано качественно, красиво, гармонично, самое главное. И человек, что мастер, что носитель, должны очень осознанно подходить к тому, что на себе делают."
3e6ed0e674aee621b7e9560d195d6ddc,736.0," Рутуб, привет! С вами Саша Белькоевич, и сейчас я вам покажу рецепт очень крутой. Это будет свиная шея, запеченная в пиве с яблоками и луком. Знаете, в чем уникальность рецепта? В том, что его может приготовить абсолютно каждый. Понимаете, ингредиенты, простые вкусно-сыщенные, блюдо, мощное, сыпное. Короче, и у всех получится. Смотрите внимательно, как это делается для  просто накидал, засыпал, обложил. Блин, сейчас дальше смотрите, к вам красоту покажу, что вам сразу захочется приготовить. Дальше чеснок, чеснок важный ингредиент, он дает очень хороший вкус. И обратите внимание, как я чеснок разрезаю. Просто вот так вот на две части поперек. Видите, все зубчики открываются и все. Это блюдо будет готовиться 2,5 часа в духовке.  посмотреть, может быть при открытых где-то фольгу, посмотреть, как там дела. Если все в порядке, продолжайте готовить дальше. Если нет, можно еще пивка будет туда подлить и также закрыть плотные, готовить дальше. Ждем. Все, два с половиной часа прошло. Достаем свинина. Эти я на самом деле открываю, еще вижу, что у меня пар идет. Это точно говорит о том, что там еще сочности предоста.  Ждите 2,5 часа. Потом я еще выключить духовку, еще оставить ее немножко потомить. Вот такая вкуснятина получится. Ребята, подписывайтесь на мой канал, берите рецептики, у меня есть классные крутые рецепты с шефскыми фишками, с винина, в пиве, с яблоками, которые может приготовить каждый. С вами был Саша Белькоевич, всего вам хорошего."
1e244ec5c0c85f9478a83695ac9add45,755.0," Друзья, всем привет! Это шоу шляпа в этом выпуске вы не узнаете, почему  В трусах, на унитазе, на унитазе. Я думаю, что классик в трусах. Я думаю, что он берёт его вместе с уйталом. Топой, если он сейчас, то ты ему не шарик его ручку, а он скажет, я же вот эту ручку просил. И целую, не станет, я сейчас отберут чемпиол, чтоб что-то шутить. Я думаю, что он просто там...  Отум ту pedalу можно. — Там то можно... —akers wzвезл... — И закрепен? — Да, просто мне нравится Paleo, как же устоялся. — Просто оvorassy wants me? — Я Fuck your ass, Fox. — Bir тепло! — А ну фургония написана ну lucky, фургония написана, проhor vapaur. А боже, ее кажется. — А ты — е высоко, и вот такой у тебя выurdшийaaSов really, —iet. ... наконец можно это сделать? — Я это funded.  Моим приходите. Дождите, чуть-чуть назад. Ага, хорошо, хорошо. Если должен снять, ну давай, чё как? Нормально? Да, нормально. Подобнее отчелка. Пока вы каевые действия."
1f4038d52c0388419fffc0004204106e,783.0, What do you have...  1.5% 1.5% 1.5% 1.5% 1.5% 1.5%  1.5 m 1.5 m 1.5 m 1.5 m 
1bd67fa7af55c97961534de842e3945e,788.0," Редактор субтитров А. Синецкая Корректор А. Кулакова  встроить батальоны, чтобы ускорить строительство завода. Поэтому строили вот такие бараки крыше, что, видите, что стентов, как-то таких нет, как крыше поставили на землю. Там двухярусные нары и печное отопление. С пройба-тальоны строили из них себя вот такие землянки. То есть землянки.  И как пишет мой прадед, рабочим приходилось ходить на рабочую смену пешком от дома, потому что транспорта не было. В то время мы работали в подвольном помещении Цеха №5. Там было очень холодно, и сыра рабочие падали прямо у верстаков. Но несмотря на это, мы давали всю больше продукции красной армии. В то время директором завода был товарищ Тамилин.  Мы сейчас все это делаем, перевариваем, подготовим видео и выложим. Но чуть позже, потому что с интернетом у нас проблемы. А мы продолжаем двигаться дальше."
02d4cc029c5a7531f36992446a24478f,799.0," Солюта к меняется. Судокой я ничего не сделал. Зазраться с Эмментом. Поп! Прости! Пока чуденцы!  А золгом. Туда? Так, девочки, пошли, пошли, пошли. А мы запускаем новый ченж. Если я не лезну свою локость, то у тебя это язык оближда воду к талку. Афигей, туда же спахнет. Эй, ну и, ты нам видос порсил. Валинах, его крыканский тупс.  Я не могу делать с предупреждением, но в дом воспитать на беседу обязательно проведите. Начальник, ты чё, Кипишешь? Селефом вернули? Вот и закрой или вопрос. А если это повторится? Не повторится. Вообще, я решил, что тоже, наверное, стану ментом. Ты чё, мсорнуться решил? Ну, бать. Я тебе сейчас проведу, воспитать для беседу. Домаш, насильно наказуем из-что? Да, вообще-то, если что, мы на него жучок повесили. Находи.  Ты не срока меня, момоя, да, да, skip! Ай, ну-ка, ну-ка, ну-ка, ну-ка, ну-ка, да, ищу ищу"
2c32ef7b31d84f080c86e7278cb510f6,805.0," Нахвает сексмансы, которые прилетели к нам откуда-то. Клоза радуется. Настроение. Чем ты? Берешь ребенка, берешь вопросы. Вот они, кстати, смотрите, вот они. Нерки коснучи в деньгах, речь вообще не идет. И да, наверное, прикольно.  Гагарин, я вас любила, О, пела группа Ундервуд. А могу сказать, что кроме Гагарина здесь есть огромное количество графики, на которое можно посмотреть. Но это только летом. Зимой, конечно, и весной. Так себе. А можно тут выходное провести? Можно. А как? А как? А как бы бы не районск, как сказать, молодежная свежая, красочно, все. Ну, наверное, скучно вата, все-таки тут. Развлечение тут почти нет.  Возможно, что в музее экстатики находятся эксматы, которые прилетели к нам откуда-то. Толичные вечер космонавтов, которые совершают свои полеты, которые любят наш музей и придают удар в музей космонавтики. И у нас есть очень хорошие партнеры, это госпорация Роскосмос. У нас друзья сами космонавты, а потому что у космонавты есть свои личные вещи, которые верутся в космос. Если космонавт хочет и поделиться с музеем космонавтики, то можно это сделать. И на самом деле, у нас есть даже традиции.  и как это работает. Ну и конечно, видит луноход, много востоит. Мне немножко не хватило зрелищности, зато хватило впечатлее. Так что 10 из 10."
2f841d8ea7c9850785024d7f5baf842d,831.0," Всем здорова! На ваших экранах лучшая кулинарная шоу на всей территории российской федерации Максим Народной. Чего-то что? В гостях первокурсник кулинарного коллекжи? А нет, это Кирилл Хоккен Сазонов, ведущий популярного шоу в рунете под названием на свежую в рунете. Ну короче, что-то не там звонят звезды.  Звонили, звонили, денис дорку. Да звонили. Мишка тоже смешной после звезд в Африке на тот момент. Он участвовал в Африке, да? Санна, взглянся звезд в Африке. Санна, звезд в Африке, свяжиться, пожалуйста, никакие поршни. Не надо ничего прозвезд в Африке, свяжиться на раку. Сназ, скирюх и вдвоем, спрашиваться туда. Ты очень хочу, ты хочешь звезд в Африке? Да, да, да. Я смотрел, я там и не думаю, что здесь оно к тебе сгрыстал.  Всё погнали? Повquier настоящий constructor curvedка.  подошло к концу. Не забывайте поставить колокольчик, написать комментарий, ну и подписаться. Все, покедово! Титры!"
2dc87cc0bbb8275d1870da2f33cbdb12,843.0," Кого вида с яруха и сейчас все-таки начнем с этой? Еруха, тебя называют? Не не звать яруха, да? Значит, ты яруха. Я каких-то мест нею руха. Это шоу-дуэй, тут будут раунды с вястой задания с карточек. Вы помнил задание, получил палы, набрал больше палов, загадал  Я не дурак с собой не удален унеси. Смысловы их удалять, если они не удалили. А, 16 фото и 15 видео. Вот что. Я дурак считаю, да все стало. Фото, в задании внимательно не чешно. 16 фото. 16 фото. У меня 21. Ха-ха-ха! Ты победил, да? На класс. Раунд жёлтуха. Необходимо быстрее соперника найти про себя выдуманную жёлтуху.  Топор. Опа, у тебя только шесть за готовили. Топор, топор. Рост. Ритома, ритома, ритома. Ель. Ель. Ну что, все? Ты туда. Тело. Ось. Ось. Лос. Сон. Нос. Блять, буду тебе ответить. Твои уже.  Рабл тебя, Весь. Спасибо, я тебя следующего подожду. Давай. Я сейчас все эти карточки знаю, я их сейчас быстро не знаю."
2dd6cb41f7aa5eb0fd1f21fe361957bf,853.0," Редактор субтитров А.Синецкая Корректор А.Егорова  Без шächных срок и�,  Мою сознание, вот такая унижать заметно, Но если вас помимо нерай, Забирают садками, Идинные расстояния, Я надеюсь, Что-то тогда ты.  Аааа... Видишь то, что сدя двое, усталый Мой друг я тAH-ТА-ТОR Мой друг я ехум акку"
1a5743706b4355451991676db508deeb,881.0," СПОКОЙНАЯ МУЗЫКА Всем здорова! Это лучшая кулинарная шоу на просторах российской Федерации. И в гостях сегодня у нашего смешерика Денис Сунбуков. Очень странно, что сегодня он ни в камуфляже. Просто в такой модной одежде очень трудно его признать. Всем приятного просмотра. В этом выпуске...  Припарашить кукурузный крахмал. А где кукурузный крахмал? У нас перепута. Вот эту мука, скорее всего. Так, мука, аж видны. А сейчас не понятно. Если перепутаем, что-то случится, рецепт будет неправильный. Так, дальше вот эта вситочка специальная кукурузный крахмал. Я высыпал и вот так аккуратненько. Это все.  Ну да, запахотелось чего-то. Все, у меня вот так. У меня так говоряется. Нет, два кулинара на одной. Ух, нет, конечно. Нет, а ты же перебор, да? Да, перебор, да, надубаюсь. Так, сейчас, вы же почти подзолотилось, нет? Чуть-чуть еще, подзолотим. И уже я давай, знаешь, что сделаю. Я пока нарезу злушку. Злиношечку. А вот это вот все дело по соли, там, по перчить от нужны? У нас рыба соленая перченая, это чисто слючная. Так, я быстренько.  очень вкусно. Подписывайтесь и пишите комментарии, он за это очень переживает. И теперь десерт титры!"
0ac7ed0507b2364e40030d11bf52ee5d,908.0," Финал Сезона нам подкинул самый настоящий экстрим Ребята, снова Борт, что за день сегодня было, что за героиню у нас была. Двухратная алимпийская чемпионка, один секретная чемпионка мира, четырехратная чемпионка Европы по оттеннхронному плаванию. Влада, Чегерева! Народ, давайте смотреть, что сегодня было. Это наша за наших, а я все еще коронодомен. Погнали!  Сноубор транше назывался снежным серфингом, правда это или нет? Твои глаза говорят, что это? Твои глаза. Что это не правда? Ты их как дебров, я пытаюсь помешать. Это правда. Я же сказала, что красиво звучит. Да. А мне показывают потом, что ты пришла. Нет, я сказал, что твои глаза такие хитры говорят об обратном. Я неду ответственность. Да, хорошо. Хитрол, хитрол, это уже...  Смотри, если что. Ну, садь его так. Уприезг или наставчикам? Да. Молодец, супер. О, как прикольно. Ты как этот пиксар? Да, вот это. Ну, ладно тебе такое лицо делать обречённое? Ладно, перед смертьем.  Делайся над этим проектом. Спасибо вам огромное западешку. Спасибо большое команды спортсменов, которые у нас снимало. Все это Кирилл Абросимов, Артур Долайан, Владимир Иванов, Влады Чьгирова. Я, Каран Адамян, спасибо большое. Влюбите спорт, не болейте, будьте здоровы. Пусть и будь хорошо. Пока!"
0dade416613c9961614dfb4513ff4461,915.0," ВЕСЕЛАЯ МУЗЫКА К нам прислали участкового, он может цунуть вновь с ним свои дела. Беру подличный контроль, безопасность леса и ваша колени. Вы случайно яшку не видели? ВЫСТРЕЛ Именно вы предложили мне есть.  Я висую аферменную авертушку. Егорч, давай на всякий случай олене безопаснее место. Боюсь, сделано. Да мне Роберт, я уже поняла. Жезал? Отягиваешь салют любым способом. Чего прям любым, что ли? Прям любым. А я что? Надежда, вам с вас ваш любимый спецфект. И еще, Витек, у тебя ждал много оленных рогов. Да херись!  ТРЕВОЖНАЯ МУЗЫКА Кто здесь? Ну, махер. ВЫСТРЕЛЫ "
3a8760f7de25a13acc15ffb30081f13a,927.0," Всем привет! Я Роза Сибитова, все народные сваха! А я про Крошаляга, и сегодня мы сразимся с Розой Дуэлик-то кого! Это шоу Дуэй! Тут буду франда с вястой задания с карточек! Вы помнил задание, получил палы! Набрал больше!  Надуть пузырь из жвачки. У кого быстрее лопнет там у 5 баллов. Какие лучше надуть? Я пас. О! АПЛОДИСМЕНТЫ В студию выносят разыгранную партию шахмат. Выберет свет, который лидирует. Я так... Ё-моё.  Ель цикли Кирмится Байрак Тазей Анагкаг Романгол Глуб. А и Илькин Цикли Кирмится Байрак, зайдь Тази Ангаг Романглуб. Разложи конкурсанта фабрике звез по номерам. Фабрик 1,6. Роза, я успею.  Все, всеми доволяю. Я тебя очень люблю, конечно, мне лучше. Надача ты заеду."
3c562522e2fff930245e02270570209e,992.0," Редактор субтитров А.Синецкая Корректор А.Егорова  моя мать оставала на работу в 10 и она не скрывала радостью. Ну, было прямо бина, когда она закрывала за мной дверь, дело — это прямо одного было пленось очень неприятно. Потом ты приходишь сонный в школу, учителя говорят, достаем двойные листочки, такая можно-то война из пресса, пожалуйста, я не увожу этот день. Я, поэтому, зарекся, что когда стану взрослым, никогда в жизни я не буду с тобой трана. Вот мы как-то здесь.  Верный людям сложно что-то добиваться в жизнь. Согласитесь, только уверенность в себя люди могут, например, торговаться на рынке. Вы видели этих женщин, которые за 500 отдашь? И говорят нет, 700 последняя цена и она такая, ой, давай не тебе не мне 200. И вот эти женщины, просто один раз в жизни, поторговался на рынке и в итоге купил дороже чем на цене. Просоляйте, там когда Косиши слово, пожалуйста, услышал он такая, но это лох. Его точно обманываем вообще запросто. Изначально.  И это Андрей Серебряников. Он выигрывает 10 тысяч рублей, на которую он сможет купить старую баушную гитару и заработать на твердском бульваре еще и песними. Ну а с вами мы увидимся в следующем выпуске. До встречи!"
2cf3241929c3a2e03d76cb90b6f7740b,1001.0," Вот смотри маленькие ты, и здесь и годик, только... Да, и... А это уже в садик ты пошел, ты посмотрю. И тоже вот в садике. Просутил он очко. В школу ты пошел. Первый класс. Один, у Игорьевича славник твоя учительница. Вот первый класс, какой. А чё?  Так вот так вот. Да, Машка, швяпрость. Ты швяпрость. Было. И шубки, и комбинцончики. Ну вот, что-то вот тебе грех вообще обижаться. Ну, конечно, я не обижаю. На бабушку. Я обижаю. Мама. Ничего. Ну ты руку водил. Машку руку водил. Ну все, все детство.  Попробуй. Давай. Давай. Отзывай этого миллинчиком. Нормально? Хороший. Нормально. Попробуем. Давай. Удиви народ. Я не умею, блин, готовить часто. Первый. Я немножко вот так вот это. Опая. Опая.  Чё, в своих зовутву? Ну, конечно, пустое. Всё, сейчас будем есть, давайте. Садят, а там немножко печонки и чё там, карту. Ну как там, мой муж, конечно? Ну, палорские положили. Разберёмся, сейчас."
